EntrezID	Symbol
115694671	LINC01297
101929572	LOC101929572
404785	POTEG
79334	OR11H2
441669	OR4Q3
441670	OR4M1
390429	OR4N2
283617	OR4K3
79317	OR4K5
79544	OR4K1
81127	OR4K15
390439	OR11G2
7011	TEP1
123103	KLHL33
90809	PIP4P1
4860	PNP
338879	RNASE10
390443	RNASE9
122651	RNASE11
493901	RNASE12
341799	OR6S1
283	ANG
6038	RNASE4
116435281	EGILA
10876	EDDM3A
64184	EDDM3B
6039	RNASE6
6035	RNASE1
100507513	LOC100507513
6037	RNASE3
643332	RNASE2CP
6036	RNASE2
101929718	LOC101929718
102465428	MIR6717
440163	RNASE13
84659	RNASE7
122665	RNASE8
55701	ARHGEF40
51222	ZNF219
643382	TMEM253
390445	OR5AU1
283624	LINC00641
56339	METTL3
6297	SALL2
26533	OR10G3
26534	OR10G2
26686	OR4E2
26687	OR4E1
105370401	TRD-AS1
105370399	LOC105370399
1603	DAD1
63874	ABHD4
79549	OR6J1
124900351	LOC124900351
9056	SLC7A7
4323	MMP14
26020	LRP10
161253	REM2
55147	RBM23
101926933	PRMT5-DT
100616424	MIR4707
84962	AJUBA
107984660	AJUBA-DT
60686	C14orf93
122706	PSMB11
64403	CDH24
22985	ACIN1
100128908	CIROP
1053	CEBPE
23428	SLC7A8
100507650	RNF212B
57594	HOMEZ
100529063	BCL2L2-PABPN1
8106	PABPN1
51310	SLC22A17
10278	EFS
116173	CMTM5
406990	MIR208A
4624	MYH6
100126336	MIR208B
4625	MYH7
79178	THTPA
85446	ZFHX2
8906	AP1G2
84502	JPH4
10202	DHRS2
105370409	LOC105370409
102724845	LINC00596
10901	DHRS4
317749	DHRS4L2
728635	DHRS4L1
55449	DHRS4-AS1
90668	CARMIL3
9362	CPNE6
4901	NRL
5106	PCK2
80344	DCAF11
161247	FITM1
5720	PSME1
51016	EMC9
55072	RNF31
10379	IRF9
9985	REC8
145553	MDP1
26277	TINF2
7051	TGM1
115817	DHRS1
27141	CIDEB
196883	ADCY4
11035	RIPK3
4776	NFATC4
57523	NYNRIN
643866	CBLN3
56948	SDR39U1
101927045	LOC101927045
1215	CMA1
1511	CTSG
2999	GZMH
3002	GZMB
29091	STXBP6
105370414	LINC02286
107984700	LINC02306
102725045	NOVA1-DT
728755	MIR3171HG
105370422	LINC02300
105370429	LOC105370429
5587	PRKD1
112267868	LOC112267868
23256	SCFD1
1690	COCH
25831	HECTD1
105370437	NUBPL-DT
80224	NUBPL
105370439	LINC02313
101954275	RNU6-7
9472	AKAP6
64067	NPAS3
112399	EGLN3
102724945	LOC102724945
105370445	EGLN3-AS1
171546	SPTSSA
112268123	LOC112268123
58533	SNX6
1073	CFL2
112268124	BAZ1A-AS1
283635	FAM177A1
127814298	PRORP-PSMA6
9692	PRORP
5687	PSMA6
4792	NFKBIA
124903301	LOC124903301
84684	INSM2
84312	BRMS1L
105370452	LOC105370452
100886964	PTCSC3
253970	SFTA3
100506237	NKX2-1-AS1
26257	NKX2-8
5083	PAX9
89874	SLC25A21
145282	MIPOL1
319089	TTC6
400208	LINC00517
105370456	LOC105370456
161198	CLEC14A
283547	LINC00639
105370460	LOC105370460
112267899	LOC112267899
105370462	LOC105370462
105370463	LOC105370463
105370467	LOC105370467
124900349	LOC124900349
105370469	LRFN5-DT
145581	LRFN5
105370470	LOC105370470
101927351	LINC02302
122525	C14orf28
23116	TOGARAM1
55320	MIS18BP1
105370475	LOC105370475
105370476	LOC105370476
100506412	LINC00871
140801	RPL10L
161357	MDGA2
100506433	LINC00648
105370482	LOC105370482
124903310	LOC124903310
105378178	LOC105378178
6235	RPS29
105378179	LOC105378179
100506446	LOC100506446
102464828	MIR6076
283551	LINC01588
196913	LINC01599
6655	SOS2
27109	DMAC2L
8814	CDKL1
51062	ATL1
60485	SAV1
51199	NIN
105370489	LOC105370489
124903423	LOC124903423
5836	PYGL
114088	TRIM9
81542	TMX1
161342	LINC00519
101927598	LOC101927598
54331	GNG2
105370497	LOC105370497
22795	NID2
105370498	LINC02319
5732	PTGER2
57544	TXNDC16
10979	FERMT2
80821	DDHD1
105370502	LOC105370502
105370504	LOC105370504
105370503	LINC02331
652	BMP4
124903317	LOC124903317
1033	CDKN3
23034	SAMD4A
2643	GCH1
11169	WDHD1
3958	LGALS3
9787	DLGAP5
105370509	FBXO34-AS1
22863	ATG14
387332	TBPL2
3895	KTN1
645683	RPL13AP3
645687	LINC00520
102723670	LOC102723670
57161	PELI2
54916	TMEM260
101927690	LOC101927690
5015	OTX2
100309464	OTX2-AS1
124903323	LOC124903323
124903324	LOC124903324
10640	EXOC5
55745	AP5M1
122830	NAA30
55195	CCDC198
341880	SLC35F4
145407	ARMH4
51339	DACT1
107984642	LOC107984642
102723742	LINC01500
23002	DAAM1
729665	CCDC175
6252	RTN1
341883	LRRC9
101927729	LINC02322
4990	SIX6
317761	C14orf39
6495	SIX1
51804	SIX4
145389	SLC38A6
5583	PRKCH
161291	TMEM30B
121233923	PRKCH-AS1
105370525	LOC105370525
101927780	LINC01303
400221	LINC03033
83851	SYT16
646113	LINC00643
101954204	LINC00644
27133	KCNH5
105370531	LOC105370531
122876	GPHB5
5529	PPP2R5E
112268140	LOC112268140
105370532	LOC105370532
81537	SGPP1
23224	SYNE2
2100	ESR2
441687	TEX21P
4522	MTHFD1
9495	AKAP5
26030	PLEKHG3
6710	SPTB
102465841	MIR7855
376267	RAB15
2342	FNTB
100506321	LOC100506321
4149	MAX
100128233	LINC02324
100616176	MIR4708
2530	FUT8
105370540	LINC02290
440184	CCDC196
10243	GPHN
161142	GARIN2
26499	PLEK2
100847064	MIR5694
105370542	LOC105370542
161145	TMEM229B
57475	PLEKHH1
5283	PIGH
384	ARG2
145226	RDH12
5890	RAD51B
107984016	LOC107984016
100996664	LOC100996664
124903333	LOC124903333
105370547	LOC105370547
107984709	LOC107984709
677	ZFP36L1
87	ACTN1
161159	ACTN1-DT
8816	DCAF5
105370550	GALNT16-AS1
55218	EXD2
57452	GALNT16
400224	PLEKHD1
56936	CCDC177
9766	SUSD6
6430	SRSF5
6554	SLC10A1
124900353	LOC124900353
64093	SMOC1
6547	SLC8A3
646548	LOC646548
145241	ADAM21P1
101928046	LOC101928046
51241	COX16
10001	MED6
23508	TTC9
103695436	LINC01269
4293	MAP3K9
100506411	MAP3K9-DT
124903341	LOC124903341
22990	PCNX1
102724015	SIPA1L1-AS1
26037	SIPA1L1
124903342	LOC124903342
9628	RGS6
102465832	MIR7843
8110	DPF3
26094	DCAF4
53349	ZFYVE1
5663	PSEN1
89932	PAPLN
8650	NUMB
101928143	LOC101928143
399671	HEATR4
641371	ACOT1
10965	ACOT2
122970	ACOT4
641372	ACOT6
9240	PNMA1
91748	MIDEAS
51004	COQ6
4329	ALDH6A1
338917	VSX2
5826	ABCD4
55237	VRTN
646658	SYNDIG1L
10577	NPC2
4053	LTBP2
124903346	LOC124903346
9870	AREL1
56252	YLPM1
283571	PROX2
83694	RPS6KL1
5228	PGF
8892	EIF2B2
97	ACYP1
91754	NEK9
10972	TMED10
2353	FOS
731223	LINC01220
101928377	JDP2-AS1
122953	JDP2
10538	BATF
55640	FLVCR2
102724153	FLVCR2-AS1
11161	ERG28
23093	TTLL5
7043	TGFB3
112752	IFT43
55668	GPATCH2L
105370575	LOC105370575
2103	ESRRB
105370577	LOC105370577
22846	VASH1
100506603	VASH1-AS1
23357	ANGEL1
145497	LRRC74A
124903349	LOC124903349
105370578	LINC01629
64207	IRF2BPL
283575	LINC02288
102724190	LINC02289
57156	TMEM63C
283576	ZDHHC22
100302236	MIR1260A
58157	NGB
29954	POMT2
2954	GSTZ1
161394	SAMD15
63894	VIPAS39
10598	AHSA1
145501	ISM2
9517	SPTLC2
57143	ADCK1
9369	NRXN3
105370589	LOC105370589
1734	DIO2
7253	TSHR
145508	CEP128
101928462	LOC101928462
85439	STON2
100506700	LINC02308
6400	SEL1L
101928559	LINC01467
102724294	LINC02311
107984704	LOC107984704
105370600	LOC105370600
124903402	LOC124903402
105370605	LINC02329
100996280	LINC00911
100506731	FLRT2-AS1
23768	FLRT2
101928767	LINC02328
102724380	LINC02316
2581	GALC
105370612	LOC105370612
54207	KCNK10
55812	SPATA7
105370614	LOC105370614
161436	EML5
123016	TTC8
124903356	LOC124903356
124903357	LOC124903357
1112	FOXN3
400236	FOXN3-AS1
29018	FOXN3-AS2
105370616	LOC105370616
56659	KCNK13
5700	PSMC1
55051	NRDE2
801	CALM1
400238	LINC00642
101930294	LINC02317
145567	TTC7B
105370622	LOC105370622
124903360	LOC124903360
105370623	LINC02321
9252	RPS6KA5
80017	DGLUCY
8111	GPR68
440193	CCDC88C
112268126	LOC112268126
55671	PPP4R3A
79820	CATSPERB
123036	TC2N
10516	FBLN5
53981	CPSF2
123041	SLC24A4
79890	RIN3
124903365	LOC124903365
5641	LGMN
9950	GOLGA5
105370629	LINC02833
101929002	LINC02287
1113	CHGA
3705	ITPK1
319085	ITPK1-AS1
64112	MOAP1
84520	GON7
55148	UBR7
341947	COX8C
57578	UNC79
145270	PRIMA1
90050	FAM181A
283592	FAM181A-AS1
51676	ASB2
100616140	MIR4506
256369	CCDC197
78990	OTUB2
57062	DDX24
122509	IFI27L1
3429	IFI27
83982	IFI27L2
57718	PPP4R4
51156	SERPINA10
866	SERPINA6
390502	SERPINA2
5265	SERPINA1
256394	SERPINA11
327657	SERPINA9
145264	SERPINA12
5104	SERPINA5
5267	SERPINA4
12	SERPINA3
388007	SERPINA13P
145258	GSC
107984637	LINC02279
23405	DICER1
400242	DICER1-AS1
79789	CLMN
101929080	LINC02292
161176	SYNE3
101929107	LOC101929107
51218	GLRX5
283596	SNHG10
100506999	LINC02318
27004	TCL6
124903372	LOC124903372
9623	TCL1B
107984703	LOC107984703
8115	TCL1A
100507043	TUNAR
56967	C14orf132
624	BDKRB2
623	BDKRB1
124903375	LOC124903375
122481	AK7
10914	PAPOLA
105370645	LOC105370645
105370646	LINC02299
7443	VRK1
145249	LINC00618
124903376	LOC124903376
105370648	LINC02304
101929241	LINC02325
100132612	LINC02312
388011	LINC01550
283598	LINC02914
64919	BCL11B
105370660	LOC105370660
84193	SETD3
317762	CCDC85C
84439	HHIPL1
10858	CYP46A1
2009	EML1
51466	EVL
124903379	LOC124903379
100616247	MIR151B
123099	DEGS2
7528	YY1
102466730	MIR6764
123096	SLC25A29
442910	MIR345
283600	SLC25A47
7453	WARS1
79446	WDR25
105370664	LOC105370664
124903382	LOC124903382
57596	BEGAIN
283601	LINC00523
105370668	LOC105370668
8788	DLK1
55384	MEG3
100616495	MIR2392
574450	MIR493
574038	MIR431
79104	MEG8
442915	MIR370
124903421	LOC124903421
494328	MIR379
105370670	LOC105370670
101929422	LINC02285
124903386	LOC124903386
124903435	LOC124903435
124903387	LOC124903387
338002	LINC00524
100507277	LINC02314
64150	DIO3OS
105370676	LINC02320
145200	LINC00239
5527	PPP2R5C
1778	DYNC1H1
107984661	LOC107984661
3320	HSP90AA1
91833	WDR20
5891	MOK
51550	CINP
9895	TECPR2
122416	ANKRD9
100422954	MIR4309
105370681	LINC02323
23186	RCOR1
7187	TRAF3
81693	AMN
9578	CDC42BPB
107984640	LBHD2
91828	EXOC3L4
7127	TNFAIP2
105370683	LINC00677
100131366	LINC00605
1983	EIF5
4140	MARK3
1152	CKB
115708	TRMT61A
3831	KLC1
84334	COA8
7517	XRCC3
79038	ZFYVE21
23368	PPP1R13B
145216	PPP1R13B-DT
105370689	LOC105370689
9556	ATP5MJ
122402	TDRD9
647286	RD3L
374569	ASPG
406986	MIR203A
100616173	MIR203B
26153	KIF26A
145195	LINC02691
124903394	LOC124903394
400258	C14orf180
388021	TMEM179
101929634	LINC02280
64423	INF2
122622	ADSS1
10572	SIVA1
207	AKT1
100128927	ZBTB42
196872	LINC00638
283638	CEP170B
122618	PLD4
113146	AHNAK2
122616	CLBA1
55038	CDCA4
29933	GPR132
102723354	LINC02298
3714	JAG2
256281	NUDT14
2972	BRF1
23241	PACS2
647310	TEX22
100507437	MTA1-DT
9112	MTA1
1397	CRIP2
283643	TEDC1
80757	TMEM121
102465871	MIR8071-1
102466889	MIR8071-2
100616374	MIR4539
100616135	MIR4507
100616422	MIR4537
9834	FAM30A
8755	ADAM6
338004	LINC00226
338005	LINC00221
100847062	MIR5195
105379202	FAM30B
646096	CHEK2P2
124903442	LOC124903442
283755	HERC2P3
727832	GOLGA6L6
729786	GOLGA8CP
606	NBEAP1
124903443	LOC124903443
100422949	MIR3118-2
100287399	POTEB2
348120	LINC01193
654499	FAM30C
646214	LOC646214
112268154	LOC112268154
646243	CXADRP2
100422844	MIR3118-3
124900632	LOC124900632
102724631	POTEB3
105369227	LOC105369227
100847005	MIR5701-2
727924	LINC02203
105369274	OR4N4C
102724737	LOC102724737
102724760	LOC102724760
646370	IGHV1OR15-3
102724971	LOC102724971
105379208	LOC105379208
100422935	MIR3118-4
100996331	POTEB
440225	NF1P2
103504741	MIR5701-3
101927079	OR4M2-OT1
283694	OR4N4
390539	OR4N3P
388077	IGHV1OR15-1
642131	LOC642131
107983983	LOC107983983
100302233	MIR1268A
646396	REREP3
390535	GOLGA8EP
440243	GOLGA6L22
100132101	HERC2P7
400322	HERC2P2
283796	GOLGA8IP
339005	WHAMMP3
283683	LOC283683
123606	NIPA1
81614	NIPA2
23191	CYFIP1
114791	TUBGCP5
283767	GOLGA6L1
100132979	GOLGA8DP
100616223	MIR4509-1
102723534	LOC102723534
102723564	LOC102723564
102723623	GOLGA6L26
105376698	LOC105376698
653061	GOLGA8S
105370728	LOC105370728
283685	GOLGA6L2
100616275	MIR4508
7681	MKRN3
54551	MAGEL2
105370731	PWRN4
7337	UBE3A
105370737	LINC02250
124903448	LOC124903448
57194	ATP10A
100616474	MIR4715
105370738	ATP10A-DT
100128714	LINC02346
503519	LINC00929
124903568	LOC124903568
2558	GABRA5
2567	GABRG3
4948	OCA2
8924	HERC2
645202	GOLGA6L24
100132565	GOLGA8F
100616228	MIR4509-2
101059997	LOC101059997
100616382	MIR4509-3
283768	GOLGA8G
100132202	GOLGA6L25
100996738	HERC2P11
124903450	LOC124903450
440248	HERC2P9
653720	GOLGA8M
646278	PDCD6IPP2
728310	GOLGA6L7
321	APBA2
23359	ENTREP2
56160	NSMCE3
100130111	LCIIAR
7082	TJP1
653073	GOLGA8J
89837	ULK4P3
124900359	LOC124900359
653075	GOLGA8T
105370746	LOC105370746
26082	LINC02249
105370751	LOC105370751
89832	CHRFAM7A
101059918	GOLGA8R
105376704	LOC105376704
124903452	LOC124903452
727909	GOLGA8Q
101927579	DNM1P50
124900358	LOC124900358
728498	GOLGA8H
100288637	LOC100288637
101930434	LOC101930434
390561	HERC2P10
22909	FAN1
54893	MTMR10
4308	TRPM1
124903454	LOC124903454
283710	LINC03034
51621	KLF13
105370939	LOC105370939
161725	OTUD7A
1139	CHRNA7
124900362	LOC124900362
112268159	LOC112268159
653125	GOLGA8K
89838	ULK4P1
728047	GOLGA8O
100653133	LOC100653133
100288615	WHAMMP1
643699	GOLGA8N
105370757	SCG5-AS1
6447	SCG5
114118903	ARHGAP11A-SCG5
26585	GREM1
100131315	GREM1-AS1
342184	FMN1
124900367	LOC124900367
100652857	TMCO5B
101928134	RYR3-DT
6263	RYR3
57099	AVEN
79768	KATNBL1
9990	SLC12A6
256646	NUTM1
254531	LPCAT4
100302160	MIR1233-1
23015	GOLGA8A
100422845	MIR1233-2
440270	GOLGA8B
105370762	LINC02252
57369	GJD2
101928174	GJD2-DT
70	ACTC1
9716	AQR
105370764	LOC105370764
388112	NANOGP8
723972	ANP32AP1
100507466	DPH6-DT
105370769	LOC105370769
84529	CDIN1
145845	LOC145845
4212	MEIS2
105370772	LOC105370772
145942	TMCO5A
101928227	LINC02345
107984773	LINC01852
161742	SPRED1
283742	FAM98B
10125	RASGRP1
105370775	LOC105370775
105370780	LOC105370780
400359	LINC02694
102724253	LOC102724253
105370781	LOC105370781
105370777	LOC105370777
105370784	LOC105370784
7057	THBS1
161835	FSIP1
11245	GPR176
440275	EIF2AK4
100131089	SRP14-DT
105370787	LOC105370787
90427	BMF
701	BUB1B
56924	PAK6
106821730	BUB1B-PAK6
100131244	ANKRD63
5330	PLCB2
100505573	INAFM2
388115	CCDC9B
644844	PHGR1
85455	DISP2
3712	IVD
22893	BAHD1
124903473	LOC124903473
113189	CHST14
90416	CCDC32
27079	RPUSD2
57082	KNL1
5888	RAD51
55177	RMDN3
2644	GCHFR
643338	C15orf62
55192	DNAJC17
84936	ZFYVE19
54866	PPP1R14D
6692	SPINT1
171177	RHOV
57617	VPS18
105370943	LOC105370943
54567	DLL4
79094	CHAC1
54617	INO80
109729177	INO80-AS1
161829	EXD1
11261	CHP1
729082	OIP5-AS1
51203	NUSAP1
23168	RTF1
3706	ITPKA
4058	LTK
26015	RPAP1
7301	TYRO3
105370791	LOC105370791
23269	MGA
23005	MAPKBP1
100137047	JMJD7
100137049	PLA2G4B
100423013	MIR4310
105370792	LOC105370792
51332	SPTBN5
101928363	EHD4-AS1
30844	EHD4
123745	PLA2G4E
283748	PLA2G4D
255189	PLA2G4F
23339	VPS39
2595	GANC
825	CAPN3
64397	ZNF106
8773	SNAP23
255252	LRRC57
57519	STARD9
146059	CDAN1
146057	TTBK2
197131	UBR1
80021	TMEM62
23582	CCNDBP1
2038	EPB42
9333	TGM5
116179	TGM7
9836	LCMT2
161823	ADAL
146050	ZSCAN29
27229	TUBGCP4
7158	TP53BP1
4130	MAP1A
9677	PPIP5K1
1159	CKMT1B
161497	STRC
117155	CATSPER2
110006325	PPIP5K1P1-CATSPER2
548596	CKMT1A
554225	STRCP1
440278	CATSPER2P1
80237	ELL3
10169	SERF2
619189	SERINC4
84978	FRMD5
113201	GOLM2
51496	CTDSPL2
645212	EIF3J-DT
80208	SPG11
197135	PATL2
567	B2M
113218500	MIR10393
140691	TRIM69
653381	SORD2P
145645	TERB2
6652	SORD
50506	DUOX2
90527	DUOXA1
53905	DUOX1
90525	SHF
124900370	LOC124900370
9153	SLC28A2
101928414	SLC28A2-AS1
107984732	LOC107984732
2628	GATM
107987223	LOC107987223
105376714	SLC30A4-AS1
7782	SLC30A4
109617005	SNORA41B
26258	BLOC1S6
58472	SQOR
105370802	LOC105370802
124900371	LOC124900371
80031	SEMA6D
105370804	LOC105370804
105370805	LOC105370805
124900354	LOC124900354
101928442	LINC01491
102724553	LOC102724553
283652	SLC24A5
6557	SLC12A1
1854	DUT
107984755	LOC107984755
2200	FBN1
105370809	FBN1-DT
22995	CEP152
399694	SHC4
23741	EID1
9728	SECISBP2L
2585	GALK2
196951	FAM227B
2252	FGF7
56986	DTWD1
79895	ATP8B4
11001	SLC27A2
3067	HDC
55056	GABPB1-IT1
100616396	MIR4712
9101	USP8
373509	USP50
128092252	LOC128092252
84888	SPPL2A
124903490	LOC124903490
109729174	MIR4713HG
388121	TNFAIP8L3
1588	CYP19A1
100616369	MIR4713
102466250	MIR7973-1
112268146	LOC112268146
342035	GLDN
23312	DMXL2
29106	SCG3
256586	LYSMD2
29767	TMOD2
29766	TMOD3
123169	LEO1
5597	MAPK6
112543478	MAPK6-DT
124903494	LOC124903494
112268150	LOC112268150
10017	BCL2L10
10681	GNB5
55930	MYO5C
100302202	MIR1266
4644	MYO5A
105370821	LOC105370821
56204	ATOSA
3175	ONECUT1
101928499	LOC101928499
105370822	LINC02490
256764	WDR72
440279	UNC13C
124903495	LOC124903495
105370829	LOC105370829
51187	RSL24D1
5873	RAB27A
9488	PIGB
161582	DNAAF4
26108	PYGO1
283659	PRTG
4734	NEDD4
64864	RFX7
374618	TEX9
55329	MNS1
105370832	LOC105370832
54816	ZNF280D
105370833	LINC03065
145783	TCF12-DT
6938	TCF12
283663	LINC00926
101928611	LINC01413
84952	CGNL1
100820829	MYZAP
145781	GCOM1
81488	POLR2M
105370834	LOC105370834
8854	ALDH1A2
366	AQP9
3990	LIPC
101928694	LIPC-AS1
102	ADAM10
101928725	MINDY2-DT
54778	RNF111
79811	SLTM
9133	CCNB2
100313886	MIR2116
4643	MYO1E
145773	FAM81A
9245	GCNT3
663	BNIP2
27023	FOXB1
105370838	LOC105370838
302	ANXA2
79664	ICE2
101928784	RORA-AS1
6095	RORA
105370846	LOC105370846
100996876	RORA-AS2
105370844	LOC105370844
101928850	LOC101928850
107984782	LOC107984782
100506530	LINC02349
124903501	LOC124903501
54832	VPS13C
145741	C2CD4A
388125	C2CD4B
107984784	LOC107984784
255180	GOLGA2P11
102465869	MIR8067
102464834	MIR6085
83660	TLN2
197003	MGC15885
105370855	LOC105370855
406965	MIR190A
105370854	LOC105370854
7168	TPM1
114294	LACTB
51065	RPS27L
51762	RAB8B
83464	APH1B
771	CA12
102723344	LINC02568
9960	USP3
283807	FBXL22
8925	HERC1
494334	MIR422A
23604	DAPK2
101928988	LOC101928988
6642	SNX1
79856	SNX22
5479	PPIB
53944	CSNK1G1
9325	TRIP4
23060	ZNF609
4947	OAZ2
348093	RBPMS2
100302184	MIR1272
80119	PIF1
80301	PLEKHO2
348094	ANKDD1A
51324	SPG21
123263	MTFMT
123264	SLC51B
51285	RASL12
390594	KBTBD13
390595	UBAP1L
10081	PDCD7
10845	CLPX
8483	CILP
54956	PARP16
109617003	SNORA24B
26832	RNU5B-1
9543	IGDCC3
57722	IGDCC4
51495	HACD3
81556	INTS14
9187	SLC24A1
105370866	LOC105370866
8766	RAB11A
84465	MEGF11
100422905	MIR4311
115752	DIS3L
54962	TIPIN
5604	MAP2K1
10302	SNAPC5
55055	ZWILCH
197021	LCTL
102723165	LINC01169
4091	SMAD6
102723481	SMASR
102723493	SMAD3-DT
4088	SMAD3
79719	AAGAB
64799	IQCH
100506686	IQCH-AS1
5607	MAP2K5
390598	SKOR1
26827	RNU6-1
8554	PIAS1
91860	CALML4
54982	CLN6
10116	FEM1B
22801	ITGA11
105370873	LOC105370873
10391	CORO2B
8125	ANP32A
100422971	MIR4312
79400	NOX5
246777	SPESP1
283673	EWSAT1
124903516	LOC124903516
26035	GLCE
102723548	PAQR5-DT
54852	PAQR5
145694	KIF23-AS1
6176	RPLP1
145837	DRAIC
104472713	PCAT29
414926	LINC00593
7090	TLE3
693214	MIR629
105370880	LINC02205
101929151	LINC02204
104548972	SALRNA3
104548973	SALRNA2
55075	UACA
54839	LRRC49
55323	LARP6
56906	THAP10
79875	THSD4
196993	CT62
101929196	THSD4-AS1
10002	NR2E3
4649	MYO9A
123228	SENP8
196996	GRAMD2A
5315	PKM
56965	PARP6
105370887	LOC105370887
60677	CELF6
3073	HEXA
338949	TMEM202
105370888	TMEM202-AS1
25820	ARIH1
693215	MIR630
102723640	LINC02259
112268145	LOC112268145
55889	GOLGA6B
585	BBS4
83440	ADPGK
100287559	ADPGK-AS1
4756	NEO1
105370890	LOC105370890
10021	HCN4
283677	REC114
27020	NPTN
101241892	NPTN-IT1
80381	CD276
388135	INSYN1
101929221	INSYN1-AS1
102723657	LOC102723657
161514	TBC1D21
100287616	LOXL1-AS1
4016	LOXL1
9399	STOML1
5371	PML
342096	GOLGA6A
732265	COMMD4P2
57611	ISLR2
3671	ISLR
124903523	LOC124903523
64220	STRA6
80125	CCDC33
1583	CYP11A1
124903524	LOC124903524
105370894	LINC02255
102465530	MIR6881
8482	SEMA7A
84993	UBL7
440288	UBL7-DT
124900366	LOC124900366
10620	ARID3B
1198	CLK3
80153	EDC3
1543	CYP1A1
1544	CYP1A2
1445	CSK
79748	LMAN1L
25989	ULK3
10066	SCAMP2
4351	MPI
57184	FAM219B
9377	COX5A
54913	RPP25
192683	SCAMP5
60490	PPCDC
124900369	LOC124900369
56905	C15orf39
105376731	LOC105376731
653641	GOLGA6C
653643	GOLGA6D
54939	COMMD4
79661	NEIL1
693216	MIR631
4123	MAN2C1
25942	SIN3A
5780	PTPN9
10073	SNUPN
55272	IMP3
257364	SNX33
1464	CSPG4
161753	CIMAP1C
100128285	DNM1P35
101929408	LOC101929408
100423035	MIR4313
441728	GOLGA6EP
92912	UBE2Q2
145957	NRG4
123591	TMEM266
101929439	LOC101929439
2108	ETFA
7302	TYRO3P
64843	ISL2
49855	SCAPER
5955	RCN2
9051	PSTPIP1
10099	TSPAN3
79834	PEAK1
10363	HMG20A
101929457	LOC101929457
105370906	LOC105370906
84894	LINGO1
253044	LINGO1-AS1
101929478	LINGO1-AS2
645752	GOLGA6FP
124903533	LOC124903533
440292	COMMD4P1
23102	TBC1D2B
646892	SH2D7
10518	CIB2
3419	IDH3A
23205	ACSBG1
105370911	DNAJA4-DT
55466	DNAJA4
80349	SKIC8
1381	CRABP1
3658	IREB2
123688	HYKK
5685	PSMA4
1138	CHRNA5
1136	CHRNA3
1143	CHRNB4
105370913	LOC105370913
646938	LOC646938
11173	ADAMTS7
10933	MORF4L1
1512	CTSH
100129540	LOC100129540
5923	RASGRF1
406960	MIR184
390616	ANKRD34C
729911	ANKRD34C-AS1
23423	TMED3
23251	MINAR1
124903536	LOC124903536
100528021	ST20-MTHFS
597	BCL2A1
54469	ZFAND6
2184	FAH
100996492	CTXND1
283688	LINC00927
101929560	ARNT2-DT
9915	ARNT2
101929586	LOC101929586
100847042	MIR5572
58489	ABHD17C
57214	CEMIP
693132	MIR549A
23184	MESD
128071545	LOC128071545
161502	CFAP161
3603	IL16
80765	STARD5
101929655	TMC3-AS1
342125	TMC3
124903541	LOC124903541
105370921	LOC105370921
102723985	LOC102723985
102724001	LINC01418
105370922	LOC105370922
84206	MEX3B
101929690	LINC01583
79631	EFL1
283726	SAXO2
390660	ADAMTS7P1
647042	GOLGA6L10
100134869	UBE2Q2P2
440295	GOLGA6L9
80154	GOLGA2P10
642402	GOLGA6L17P
6218	RPS17
64506	CPEB1
283692	CPEB1-AS1
8120	AP3B2
338963	LOC338963
283693	ACTG1P17
677778	SCARNA15
123722	FSD2
123720	WHAMM
9455	HOMER2
123207	C15orf40
124903542	LOC124903542
53339	BTBD1
100616404	MIR4515
53346	TM6SF1
50810	HDGFL3
646	BNC1
6457	SH3GL3
57188	ADAMTSL3
648809	EFL1P1
440299	DNM1P41
440300	LOC440300
388152	GOLGA2P7
643707	GOLGA6L4
105376722	LOC105376722
103171574	LOC103171574
374650	GOLGA6L5P
388165	UBE2Q2P1
100506874	LINC00933
54993	ZSCAN2
54581	SCAND2P
84942	WDR73
4828	NMB
23478	SEC11A
9640	ZNF592
57538	ALPK3
9154	SLC28A1
5151	PDE8A
101929479	LOC101929479
100133220	GOLGA6L3P
11214	AKAP13
101929679	LINC02883
100302121	MIR1276
64410	KLHL25
100847084	MIR548AP
123624	AGBL1
101929701	LINC01584
727915	AGBL1-AS1
105370954	LOC105370954
102724452	LOC102724452
145978	LINC00052
102724465	LOC102724465
4916	NTRK3
283738	NTRK3-AS1
26589	MRPL46
64963	MRPS11
55070	DET1
101929743	LINC01586
407044	MIR7-2
64782	AEN
3669	ISG20
105370960	LOC105370960
176	ACAN
145864	HAPLN3
4240	MFGE8
102724566	CARMAL
11057	ABHD2
124903573	LOC124903573
6017	RLBP1
55215	FANCI
125316803	POLGARF
254559	MIR9-3HG
407051	MIR9-3
51458	RHCG
283761	LINC00928
90381	TICRR
374654	KIF7
5346	PLIN1
8800	PEX11A
56964	WDR93
55897	MESP1
145873	MESP2
290	ANPEP
10239	AP3S2
100846993	MIR5009
100526783	ARPIN-AP3S2
348110	ARPIN
374655	ZNF710
100422841	MIR3174
109729181	ZNF710-AS1
3418	IDH2
105370966	IDH2-DT
10509	SEMA4B
10519	CIB1
390637	GDPGP1
440307	TTLL13
51335	NGRN
124903553	PERPP2
342132	ZNF774
8826	IQGAP1
64784	CRTC3
101929765	LINC01585
101926895	CRTC3-AS1
641	BLM
105370969	LOC105370969
5045	FURIN
2242	FES
4122	MAN2A2
374659	HDDC3
