gene_symbol	annotation	fold_change	FDR	distance_to_TSS
ZBTB16	Intron (ENST00000682278.1/7704, intron 3 of 7)	0.685056278827366	0.00379673862142973	-39413
ROR2	Promoter (<=1kb)	0.685043287634804	0.00812088357447714	0
LOC105374873	Intron (ENST00000658207.1/ENST00000658207.1, intron 4 of 4)	0.684918029505082	0.0406236069651453	-20676
CACTIN	Promoter (2-3kb)	0.68489687099997	0.0170141973593767	2399
NMUR1	Distal Intergenic	0.684848250868678	0.0173471323185096	-26661
TMSB15C	Distal Intergenic	0.684843839702629	0.0249650404291779	-7816
SPATA13	Intron (ENST00000382141.4/221178, intron 3 of 15)	0.684811641741707	0.0293222558155763	82557
ADORA2A	Promoter (<=1kb)	0.684785070009478	0.00478728750744924	0
CDO1	Distal Intergenic	0.684765993217718	0.0497257343064005	27610
LOC105376686	Intron (ENST00000637702.1/ENST00000637702.1, intron 1 of 2)	0.684763197621882	0.00198391938563952	-105286
LOC107987138	Distal Intergenic	0.684734602056062	0.00499802541394229	-26906
KCNA7	Promoter (<=1kb)	0.684727953116377	0.00269550630707556	-848
MIR1470	Promoter (<=1kb)	0.684642218370853	0.00183272995055302	-789
CHRNB4	Intron (ENST00000569846.1/ENST00000569846.1, intron 2 of 3)	0.684627823236428	0.00262524466279264	-12313
SYT5	Promoter (<=1kb)	0.684625643032438	0.00218613547039031	0
RYR3	Intron (ENST00000415757.7/6263, intron 1 of 102)	0.684582057268098	0.0142686925893293	-82253
CYB5B	Distal Intergenic	0.684573529365592	0.0409970856348393	27568
LOC105376030	Distal Intergenic	0.684551186002711	0.00871773214143183	-36349
KLF4	Promoter (<=1kb)	0.684548908048426	0.013353365392509	0
RGMA	3' UTR	0.684512740287811	0.00298194268958784	20853
LILRA4	3' UTR	0.684483276552523	0.00114914457522381	3216
ZG16	Distal Intergenic	0.684481305080795	0.0112437542830478	-11105
LOC105376289	Intron (ENST00000674559.1/105376290, intron 3 of 6)	0.684475635899114	0.00321833630629662	18104
EDARADD	Intron (ENST00000637660.1/128178, intron 3 of 5)	0.68441734505104	0.0193637754915368	19755
TENT5C-DT	Distal Intergenic	0.68440803665897	0.00110231633690544	22228
BMP2	Promoter (<=1kb)	0.684404088601327	0.00499357786694509	0
LINC01164	Distal Intergenic	0.68439288552504	0.024226465190755	81330
CSPG4	Intron (ENST00000308508.5/1464, intron 1 of 9)	0.684346173329052	0.0379120583682243	9219
LLGL2	Promoter (2-3kb)	0.684324165687029	0.00277386867171854	2750
DBH-AS1	Promoter (<=1kb)	0.684308260126156	0.00369004059777958	0
JAKMIP3-AS1	Intron (ENST00000668452.1/282973, intron 23 of 23)	0.684301168294487	0.00388575943974903	5898
LOC124901905	Promoter (<=1kb)	0.684284779151169	0.0184205868566577	0
MIR5008	Intron (ENST00000272164.6/7483, intron 1 of 3)	0.684239857599414	0.0061752264116996	11288
CADM1	Exon (ENST00000517061.1/ENST00000517061.1, exon 1 of 1)	0.684204136386118	0.0310775043366219	50022
AVPR1A	Promoter (<=1kb)	0.684200102495239	0.0395062071257014	0
MICALL2	Distal Intergenic	0.684178766817079	0.00113450678760617	30889
COL22A1	Distal Intergenic	0.684150299853539	0.00222609384707776	-107763
REEP1	Promoter (<=1kb)	0.684127320842711	0.00220031720921989	-637
CPNE7	Promoter (2-3kb)	0.684105987730699	0.00646523963671928	-2696
OLFM2	Promoter (<=1kb)	0.684104621255541	0.00432609533230067	493
C3orf22	Promoter (<=1kb)	0.684075063082121	0.00538112632699222	0
AQP7B	Exon (ENST00000561882.2/100509620, exon 4 of 8)	0.684031025066572	0.0340677271069872	9940
TFAMP1	Distal Intergenic	0.683984103380869	0.00282202649219383	9357
PDE2A	Promoter (<=1kb)	0.683979875674499	0.00925577742595937	-872
ASCL4	Distal Intergenic	0.683949472052892	0.00794600493412097	30894
DRD2	Intron (ENST00000362072.8/1813, intron 1 of 7)	0.683905001064629	0.00737282272827066	-8117
LOC105372502	Downstream (<=300bp)	0.68389408498993	0.00471187800852903	-15070
FKBP5	Intron (ENST00000536438.5/2289, intron 2 of 11)	0.68387662385325	0.00351200205405663	11078
P2RY6	Distal Intergenic	0.683854265522354	0.00811058378619878	-4483
LINC02714	Intron (ENST00000701514.1/ENST00000701514.1, intron 1 of 4)	0.683838111541144	0.00502311968516811	63633
ZFTRAF1	Promoter (<=1kb)	0.683830743520765	0.0202521033902608	-693
PHACTR3	Intron (ENST00000359926.7/116154, intron 7 of 12)	0.683803706767875	0.00961991036114985	53898
TRPV2	Promoter (<=1kb)	0.683789639336181	0.000938312153011763	0
RASSF7	Promoter (1-2kb)	0.683779058764918	0.0371684171888391	1393
SIGLEC15	Promoter (<=1kb)	0.683776343951224	0.00102870092192738	0
LLGL1	Promoter (<=1kb)	0.683767361540555	0.00462861096233371	867
ELL	Intron (ENST00000262809.9/8178, intron 1 of 11)	0.683728459443025	0.0249075840820241	6786
SLC38A10	Promoter (<=1kb)	0.683693425317906	0.00848407474753449	490
LSINCT5	Promoter (2-3kb)	0.683655636922317	0.0115408661179197	2418
LOC339260	Intron (ENST00000439794.6/124900389, intron 2 of 3)	0.683651784486734	0.00304139702630545	4019
KIRREL3-AS1	Intron (ENST00000525144.7/84623, intron 4 of 16)	0.683620015737989	0.00807862684697753	-46268
NIBAN3	Promoter (2-3kb)	0.68360882081332	0.00969180620115648	2211
LOC101929107	Promoter (<=1kb)	0.68360569378446	0.00133463563198866	0
POMC	Exon (ENST00000403714.8/22979, exon 21 of 23)	0.683565664518704	0.021929350199233	14791
MUC2	Distal Intergenic	0.683536908845858	0.00620594339520924	19839
PACRG-AS3	Intron (ENST00000337019.7/135138, intron 5 of 6)	0.683507027162992	0.0209457813557449	53898
DYSF	Promoter (<=1kb)	0.683432458233703	0.00342198431663654	951
FCSK	Promoter (<=1kb)	0.683418848032853	0.00391281288015873	0
KIAA1671	Intron (ENST00000358431.8/85379, intron 6 of 12)	0.683391184586667	0.0265829461624557	7588
ITGA11	Exon (ENST00000315757.9/22801, exon 17 of 30)	0.683328176917652	0.0029299467235916	8214
BSG	Promoter (<=1kb)	0.68326994853552	0.00326744977854297	0
PLEKHA6	Promoter (<=1kb)	0.683249696927978	0.00133774856040595	0
PRKAG2-AS1	Distal Intergenic	0.68323646056431	0.000588391293011947	10758
DHX35	Promoter (<=1kb)	0.683163419263051	0.0398009782696231	0
LINC01210	Promoter (<=1kb)	0.683087028352644	0.0204239275599924	0
ALDH1B1	3' UTR	0.683055867386629	0.00113382848158968	11673
COL11A2	Promoter (2-3kb)	0.683047644002939	0.00147315531477435	2146
NCF4	Promoter (<=1kb)	0.683035160535297	0.0262999342076088	0
LINC02361	3' UTR	0.683029606949047	0.0342659079891908	-6627
WNT7B	Promoter (2-3kb)	0.683028445161185	0.00611240438223522	2294
AK8	Intron (ENST00000298545.4/158067, intron 8 of 12)	0.683010886076791	0.0117583962761128	39301
CISTR	Promoter (<=1kb)	0.68299757453627	0.0132329324897307	-148
IL12RB1	Promoter (<=1kb)	0.682977857467356	0.00385913273155561	0
IL12A-AS1	Promoter (<=1kb)	0.68297344768506	0.00524011668403863	0
FGD2	Promoter (1-2kb)	0.682921037595788	0.000993104817070254	1492
NTSR1	Promoter (2-3kb)	0.682912766025896	0.00195544210995448	2315
LINC00205	Promoter (2-3kb)	0.682872308207303	0.00191172723275068	2898
GPER1	Intron (ENST00000357429.10/84310, intron 2 of 4)	0.682834450696854	0.0326243560788615	18210
NAT16	Promoter (<=1kb)	0.682834050817945	0.00119845640083678	0
PDZK1IP1	Promoter (1-2kb)	0.682828940614842	0.00810383318960377	1908
SLC7A5	Intron (ENST00000565644.5/8140, intron 2 of 9)	0.682746237657287	0.00281954596527928	-10223
GRK6	Promoter (<=1kb)	0.682734529677107	0.00327783407779048	0
MIR1275	Distal Intergenic	0.682694682023191	0.00131047108354941	37778
MIR4462	Promoter (1-2kb)	0.682584648044534	0.0013117196294236	-1404
NKD1	Promoter (2-3kb)	0.68257517137152	0.0115089293371701	-2145
TCHH	Exon (ENST00000614923.2/7062, exon 3 of 3)	0.682528245037938	0.0111340459374539	3082
FAM83D	Exon (ENST00000299824.6/26051, exon 9 of 11)	0.682399717498921	0.018037080066633	-17781
KLHDC7A	Distal Intergenic	0.682389445972446	0.00345133716451969	54153
MIR4478	Distal Intergenic	0.682358520581643	0.0188806222822575	11424
MIR4311	Exon (ENST00000409699.6/84465, exon 5 of 23)	0.682342744816571	0.00107702006003659	54015
CLYBL	Exon (ENST00000425186.2/171425, exon 2 of 3)	0.68230958099106	0.0167829547482569	12853
LOC105371899	Exon (ENST00000591422.1/ENST00000591422.1, exon 1 of 2)	0.682242245949627	0.00372311223116047	9836
SMPD3	Intron (ENST00000219334.10/55512, intron 1 of 8)	0.682100871713099	0.000962924534598184	-14858
MAGEF1	Distal Intergenic	0.682100069441282	0.000381918597354523	49274
TMPRSS13	Exon (ENST00000524993.6/84000, exon 3 of 13)	0.68202913510457	0.00159739789753208	12139
LOC105372656	Distal Intergenic	0.681972812977171	0.00637776425029714	-14235
MYT1	Intron (ENST00000644172.2/4661, intron 1 of 2)	0.681969677974789	0.000630629515798385	7111
KREMEN1	Promoter (<=1kb)	0.68196356689946	0.0349010283333562	775
GIT1	Promoter (<=1kb)	0.681957321701515	0.00246571406636525	0
FRMD8P1	Promoter (<=1kb)	0.681922600018136	0.00301630046759855	0
THNSL2	Distal Intergenic	0.681914127244962	0.00202990505917325	14000
LOC124904682	Exon (ENST00000656834.1/124904682, exon 2 of 2)	0.681908462864796	0.00849082298274008	5658
MIR7974	Promoter (<=1kb)	0.681884010475239	0.00490206948043274	-361
GRK7	Promoter (<=1kb)	0.681842213046125	0.0306450308944772	0
LINC00092	Promoter (<=1kb)	0.681794189446505	0.00257550087294042	0
STXBP6	Promoter (<=1kb)	0.681724989749015	0.000893248047701594	0
RBFOX3	Intron (ENST00000583458.5/146713, intron 3 of 13)	0.681718604019522	0.0112502176353847	8558
HAND1	Distal Intergenic	0.681684765755511	0.00726740635738486	-20387
AK8	Intron (ENST00000298545.4/158067, intron 11 of 12)	0.681655846127875	0.0031785397933517	-12869
PRKAG2	Intron (ENST00000287878.9/51422, intron 1 of 15)	0.681646942227857	0.0014196191704793	16856
KRTAP5-7	Intron (ENST00000527963.1/55191, intron 2 of 3)	0.681581093278225	0.0434679611402838	-7299
SPDEF	Distal Intergenic	0.681533420398496	0.00110571047560682	-15967
HDAC4	Intron (ENST00000345617.7/9759, intron 1 of 26)	0.68152248001844	0.00433242273968285	21645
LINC00242	Distal Intergenic	0.681507453961069	0.0085063481881647	-82354
COL22A1	Promoter (<=1kb)	0.681474044629616	0.0126557649177333	0
KRTAP5-8	Distal Intergenic	0.681464228079864	0.0170359567650754	4118
JUP	Intron (ENST00000393930.5/3728, intron 1 of 14)	0.681462122949586	0.00286454239421438	-3093
ADAMTS14	Intron (ENST00000373207.2/140766, intron 2 of 21)	0.681457909503085	0.00350327994854069	8920
COL13A1	Intron (ENST00000357811.8/1305, intron 2 of 37)	0.681434362704204	0.00565061528332589	23430
SLC22A17	Promoter (<=1kb)	0.681384553728395	0.0114676140045328	0
CACNA1I	Intron (ENST00000407673.5/8911, intron 1 of 34)	0.681362595974962	0.0279577383829772	15900
LINC02517	Intron (ENST00000307358.7/94031, intron 6 of 8)	0.681349317556386	0.016879375572127	-22147
LOC124905237	Promoter (<=1kb)	0.681329322440864	0.0290955497078632	275
MTSS2	Promoter (<=1kb)	0.681318514902831	0.0189225581908011	701
ARHGAP39	Promoter (<=1kb)	0.681318040545346	0.00456256602353633	408
ABCC12	Promoter (<=1kb)	0.681314997763774	0.0135779016516755	-645
H3P6	Promoter (<=1kb)	0.681311776852695	0.000860978094410312	-906
DNMT3A	Distal Intergenic	0.681310326645612	0.00691471432816872	-16186
LOC124902532	Distal Intergenic	0.681214461243703	0.00108542826571494	204040
ANXA11	Promoter (<=1kb)	0.681175544639682	0.00912951799063005	143
PYY2	Exon (ENST00000592016.1/ENST00000592016.1, exon 1 of 1)	0.681141374698927	0.000910352192773388	6674
PNMA6E	Distal Intergenic	0.68113014950664	0.00794485312126283	18919
TOGARAM2	Exon (ENST00000420297.5/165186, exon 3 of 4)	0.681093748447525	0.00285255942337297	-14826
LINC02706	Exon (ENST00000650618.1/ENST00000650618.1, exon 1 of 5)	0.681066114090874	0.0150871918442051	-9490
LPCAT1	Exon (ENST00000475622.5/79888, exon 7 of 17)	0.681061176618925	0.00374866492453187	-10492
SV2B	5' UTR	0.680939398209916	0.00185239747238105	25792
ERBB3	Promoter (<=1kb)	0.680896177843099	0.000899346280696996	0
TNN	Promoter (<=1kb)	0.68089066595536	0.00046030358415902	0
DLGAP2	Exon (ENST00000637795.2/9228, exon 9 of 15)	0.680874360895024	0.0112227366660312	-7831
DMBX1	Promoter (<=1kb)	0.68085629579858	0.00184249719497832	-515
ADPGK-AS1	Distal Intergenic	0.680833664561332	0.00129779869377939	59974
INPP5K	Promoter (<=1kb)	0.680831127989676	0.00396692454677054	145
DPCD	Promoter (<=1kb)	0.680824444888519	0.00203084096263903	0
UBE2L3	Intron (ENST00000458578.6/7332, intron 1 of 3)	0.680807797117413	0.0228585478233532	-5765
ADRA1D	Distal Intergenic	0.680791340641556	0.015567610843908	-53961
KRTDAP	Promoter (<=1kb)	0.68078498333	0.0014481092847034	0
LOC105371986	Distal Intergenic	0.680769705591154	0.0189533838742538	124004
MYT1L	Intron (ENST00000647755.1/23040, intron 4 of 24)	0.680719601629535	0.00992173476892978	-51521
MMP28	Promoter (<=1kb)	0.68066402225425	0.00131786634143386	0
CFAP92	Intron (ENST00000511438.5/57501, intron 7 of 7)	0.680651484251718	0.0497554972518092	-5230
LINC01372	Distal Intergenic	0.680630703773385	0.00791721330031831	289151
KRTAP5-2	Promoter (<=1kb)	0.680593465466641	0.0034249599051617	554
LOC105375219	Intron (ENST00000484180.1/11185, intron 1 of 3)	0.680582372304369	0.0137315655244736	-5700
FAM20C	Intron (ENST00000313766.6/56975, intron 2 of 9)	0.68056035796087	0.00430600927146848	5065
ARHGAP39	Exon (ENST00000276826.5/80728, exon 2 of 10)	0.680537887047416	0.00779821607066278	23101
SLC9A1	Distal Intergenic	0.680528526592419	0.00253824044001809	42410
TEX44	Distal Intergenic	0.680523134608792	0.016487553973731	-23324
COLEC11	Promoter (<=1kb)	0.68051535155447	0.0113175017229872	594
LOC107985293	Promoter (<=1kb)	0.680515104437685	0.00683696646633441	0
WDR62	Exon (ENST00000608676.2/284403, exon 3 of 3)	0.680493987691942	0.0317661338976464	5079
SBNO2	Intron (ENST00000438103.6/22904, intron 2 of 28)	0.680480896197611	0.0067422823362729	4786
ATP2A1-AS1	Promoter (<=1kb)	0.680463590234316	0.00379696979390114	0
MIR595	Intron (ENST00000389413.7/5799, intron 1 of 21)	0.680453875678332	0.00756320669763238	29663
TRNP1	Promoter (<=1kb)	0.680437697118467	0.000861182274387671	441
EGFLAM	Promoter (<=1kb)	0.680429905936971	0.00192337789316014	0
DISP3	Distal Intergenic	0.680387697635167	0.0060913562520753	7693
CREB3L3	Distal Intergenic	0.68033575642547	0.00422763209187831	-7477
GGT1	Promoter (<=1kb)	0.680302542104816	0.00536573736015129	0
LOC107984918	Intron (ENST00000376085.4/126755, intron 1 of 1)	0.680274594864745	0.0095400698470359	-6269
MIR4418	Distal Intergenic	0.6802710896694	0.00169638064571715	-14327
SRL	Intron (ENST00000572111.1/6345, intron 1 of 6)	0.680263285195776	0.00466826405137312	4548
MELTF-AS1	Promoter (1-2kb)	0.680249166126298	0.00102581253339281	-1612
UNC5B-AS1	Promoter (<=1kb)	0.680246459103617	0.00227349070189317	0
CELP	Promoter (<=1kb)	0.680154415778797	0.000758534684686987	0
LOC112267968	Exon (ENST00000642829.1/112267968, exon 5 of 5)	0.680092589293825	0.0020915526085599	7567
LOC124900931	Exon (ENST00000511936.1/ENST00000511936.1, exon 1 of 2)	0.680049073681622	0.00237777513365699	-11475
MARK4	Promoter (<=1kb)	0.680036710622247	0.00232636700106182	0
FBN3	Exon (ENST00000651877.1/84467, exon 14 of 64)	0.680025340465176	0.00521510122364025	14349
MIR1275	3' UTR	0.679930713012965	0.00296969278258985	-19132
DLGAP1	Promoter (<=1kb)	0.679888880345076	0.00771790294928014	0
LOC100287072	Distal Intergenic	0.679856507286071	0.020630386975505	47085
RGS8	Intron (ENST00000258302.8/85397, intron 4 of 5)	0.679755468114562	0.0163451032270927	14056
MIR934	Distal Intergenic	0.679732986149334	0.0100733953210884	33335
DACH2	Promoter (<=1kb)	0.679695314841983	0.014383435974321	0
LY6L	Distal Intergenic	0.679676104046795	0.00289737599499452	19487
ESRRB	Intron (ENST00000512784.6/2103, intron 1 of 6)	0.679638079109375	0.00304988463738671	16176
LINC01018	Distal Intergenic	0.679631651071951	0.00171282209712457	-5797
MIR9-3HG	Promoter (<=1kb)	0.679628083298428	0.00174816876332338	0
ZNF407	Exon (ENST00000647939.1/ENST00000647939.1, exon 1 of 2)	0.679607441085257	0.0106525247502609	63019
OLFM1	Distal Intergenic	0.679582826772797	0.0325162135367247	56753
SEZ6	Intron (ENST00000580241.5/51268, intron 2 of 9)	0.67958115527924	0.00354672156632863	7659
PCAT29	Intron (ENST00000646247.2/145837, intron 10 of 12)	0.679578121943242	0.0139302558398444	-4109
CBFA2T3	Distal Intergenic	0.679538294366845	0.0194247870990972	-45488
RPL3L	Intron (ENST00000268661.8/6123, intron 4 of 9)	0.679537743809059	0.0309058128315796	4125
LGALS4	Promoter (<=1kb)	0.679525838485852	0.00490144005384068	0
LOC105372685	Distal Intergenic	0.679525691352646	0.0040941385572227	33767
LINC01727	Exon (ENST00000622928.3/101929625, exon 2 of 2)	0.679515101195108	0.0437404766769423	6886
SMUG1	Promoter (<=1kb)	0.679510677644487	0.00890710519160571	0
LINC03066	Intron (ENST00000580119.2/285766, intron 2 of 7)	0.679379945492709	0.0101840141520762	-6448
AGAP2	Promoter (<=1kb)	0.679320028471591	0.000997665299512161	0
RABGEF1	Intron (ENST00000503687.2/27342, intron 3 of 12)	0.679271688109856	0.00425412826430041	14799
CCDC57	Promoter (<=1kb)	0.679252131530521	0.00713381737882154	-666
LIPC	Intron (ENST00000356113.10/3990, intron 3 of 10)	0.679222775239202	0.00299052675662019	-11421
MIR4752	Promoter (1-2kb)	0.67917969785905	0.00492557301389188	1987
FGF3	3' UTR	0.679162654377557	0.00303256929964322	6786
EBF3	Intron (ENST00000440978.2/253738, intron 6 of 16)	0.679101917097313	0.0267059708428581	48445
LINC01018	Distal Intergenic	0.679084467012169	0.00529250446203157	-52931
LOC124900305	Distal Intergenic	0.679079496035497	0.0199369772673672	-35676
EMX1	Exon (ENST00000616281.1/ENST00000616281.1, exon 1 of 1)	0.678997348713182	0.00228105014754082	7276
GRAP2	Intron (ENST00000344138.9/9402, intron 1 of 7)	0.678996438883592	0.0142560218040674	-11058
LINC01346	Promoter (1-2kb)	0.678938776363396	0.00217837760969293	1033
ARID3A	Intron (ENST00000263620.8/1820, intron 3 of 8)	0.678923417386639	0.00410564963050197	7626
LOC105375012	Promoter (<=1kb)	0.67892279158916	0.00194964665705316	0
ADCY5	Intron (ENST00000462833.6/111, intron 3 of 20)	0.678863185835142	0.00492112531841078	-13978
LINC02829	Intron (ENST00000661850.1/105375009, intron 1 of 2)	0.678826442947565	0.0378558872615344	6336
GRAMD1A	Promoter (<=1kb)	0.678783481995153	0.00990646998896767	0
XYLT2	Promoter (<=1kb)	0.678782838719387	0.00611549707771499	0
MEGF11	Intron (ENST00000409699.6/84465, intron 5 of 22)	0.678757867415364	0.00104726879998027	-19867
RAP1GAP2	Intron (ENST00000637138.1/23108, intron 3 of 25)	0.678696339459661	0.00142239727846794	-14948
CRAT	Promoter (1-2kb)	0.67865166796234	0.00661670702100859	1458
SLIT1	Intron (ENST00000266058.9/6585, intron 1 of 36)	0.678565742531229	0.0124772358476813	8553
LINC01842	Exon (ENST00000588438.1/105372288, exon 3 of 4)	0.67853429265843	0.000607735014584067	11809
KCNIP1	Intron (ENST00000377360.8/30820, intron 1 of 7)	0.678491369027889	0.00432123364756175	-41855
DNASE2	Promoter (<=1kb)	0.67847439210785	0.00661912994884609	0
LOC124904158	Intron (ENST00000657314.1/102723924, intron 1 of 1)	0.678460287216072	0.00330333718886028	-22655
CFAP100	Exon (ENST00000352312.6/348807, exon 3 of 17)	0.678427832187028	0.012289347110517	-6906
LINC00906	Intron (ENST00000591285.1/ENST00000591285.1, intron 1 of 2)	0.678373274180609	0.0228402539681318	4710
FRMPD1	Promoter (<=1kb)	0.678366435526363	0.00195298219212196	0
FBXO27	Promoter (1-2kb)	0.678345814186709	0.0377651909461988	1340
SET	Promoter (<=1kb)	0.678271113434199	0.00733745467414592	0
OTOP1	Promoter (<=1kb)	0.67825902355032	0.0162806507849882	769
RGS12	Promoter (<=1kb)	0.678231892685516	0.0107673872234578	-347
LOC107984859	Intron (ENST00000572466.2/107984859, intron 2 of 2)	0.678189337416665	0.00934087836961904	14997
MIR6071	Promoter (1-2kb)	0.678167738882628	0.00226567289297577	-1171
RBM19	Distal Intergenic	0.678146355108754	0.0161767110588254	-15735
MED9	Distal Intergenic	0.678129841155828	0.0169026742212966	-5620
AGBL1	Promoter (<=1kb)	0.678124267203604	0.0165636567215922	0
NLRP4	Promoter (<=1kb)	0.678106231262533	0.0432343463079048	0
LINC01114	Promoter (<=1kb)	0.678105776470135	0.0305015542960435	0
SAYSD1	Intron (ENST00000373256.5/2740, intron 12 of 12)	0.678087201026215	0.00773012691604523	29659
AEBP1	Promoter (<=1kb)	0.678062677561073	0.00244655237722462	0
ZFAND3-DT	Distal Intergenic	0.677924138819987	0.0301765435185449	20297
ZFP41	Promoter (1-2kb)	0.677919138526747	0.00475072154372438	-1513
NCALD	3' UTR	0.677797101657132	0.00228684148131269	23676
IGSF21	Exon (ENST00000251296.4/84966, exon 3 of 10)	0.677789274668677	0.0144434111244925	12968
WDR38	Distal Intergenic	0.677777429160128	0.0118024963332032	-21308
STUM	Intron (ENST00000366788.8/375057, intron 1 of 3)	0.67774908511892	0.00586994503159943	-22977
LOC105378137	Promoter (2-3kb)	0.677744569540253	0.00137530925978869	-2616
PPP1R2	Exon (ENST00000417011.1/ENST00000417011.1, exon 2 of 2)	0.677574318819457	0.0022487819995922	-6931
BAIAP2L1	Exon (ENST00000610062.1/ENST00000610062.1, exon 1 of 1)	0.677556594694432	0.0346572882156354	-15344
NPAS4	Promoter (<=1kb)	0.677547126305752	0.000670609222334323	0
LINC01558	Intron (ENST00000645341.1/ENST00000645341.1, intron 1 of 3)	0.67752712074471	0.0124003134734409	-6377
COL5A1	Intron (ENST00000371817.8/1289, intron 4 of 65)	0.6775225897956	0.0139134576974372	-8298
VANGL2	Promoter (<=1kb)	0.677479859778947	0.000845609904710123	0
SALL1	Promoter (<=1kb)	0.677475905823349	0.0411767662425252	425
CRTAC1	Promoter (1-2kb)	0.677370680325606	0.00894995353878214	-1973
PAX4	Promoter (<=1kb)	0.677342348315801	0.00175420263732753	0
CHADL	Promoter (<=1kb)	0.677284606499889	0.0265553221164285	-74
NT5DC2	Promoter (<=1kb)	0.677224871892387	0.0135255267305639	0
COL23A1	Intron (ENST00000679896.1/91522, intron 2 of 27)	0.677124542467136	0.0070232944573504	129364
CIMIP1	Exon (ENST00000371168.4/128602, exon 3 of 4)	0.677079322814884	0.0180987671125601	4180
PLVAP	Distal Intergenic	0.677067656357863	0.0102117560124068	-6717
MIR6731	Intron (ENST00000308873.11/864, intron 3 of 4)	0.677066385685331	0.0035392776662551	5728
RBFOX3	Intron (ENST00000583458.5/146713, intron 3 of 13)	0.677018432615172	0.0126277512904077	4441
SCAT1	Promoter (<=1kb)	0.676964936633023	0.00192809234659614	0
DNAH1	Promoter (<=1kb)	0.676961313702861	0.0124795920253845	-764
LINC02651	Distal Intergenic	0.676938755140007	0.00214500412845569	30112
ZFAT	Distal Intergenic	0.676908727580284	0.00264600825045719	55865
CCL24	Promoter (<=1kb)	0.676894688217898	0.00089746031576813	0
DGAT2	Intron (ENST00000603276.5/84649, intron 1 of 5)	0.676887382863601	0.00958688511638854	-4991
PLPPR5-AS1	Promoter (<=1kb)	0.676870448409591	0.00225639420157407	0
LINC01264	Distal Intergenic	0.676845591330168	0.00372685767656555	38190
LOC105375613	Intron (ENST00000389413.7/5799, intron 6 of 21)	0.676810471421543	0.0358864681115916	169648
LINC01648	Distal Intergenic	0.676808918969697	0.00630669742419987	-209775
CNPY1	Intron (ENST00000406197.5/285888, intron 4 of 4)	0.676790764476	0.00266701444494704	11040
SMOC2	Intron (ENST00000354536.9/64094, intron 4 of 12)	0.676740728659315	0.005467000026791	88698
OTOP1	Intron (ENST00000641316.1/ENST00000641316.1, intron 1 of 1)	0.676737735031615	0.0479369967446224	130324
MIR5093	Intron (ENST00000637419.1/23199, intron 1 of 2)	0.67673324223291	0.0138202068541087	3368
CSF3R	Promoter (<=1kb)	0.676687508292814	0.0017565175726739	0
ANO7	3' UTR	0.676667275299052	0.0236343655134307	-4960
CAMTA1-AS2	Intron (ENST00000303635.12/23261, intron 5 of 22)	0.676653690366233	0.00757757647069142	-17572
SRXN1	Promoter (<=1kb)	0.676652702805816	0.00293429492176629	0
LOC107985383	Promoter (<=1kb)	0.676567926673191	0.0217873496152434	0
MAN1C1	Promoter (<=1kb)	0.676567395909229	0.000738256711217726	486
NAT10	Exon (ENST00000435224.3/25841, exon 10 of 17)	0.676541860798279	0.00110240969425896	18404
LOC124904436	Promoter (<=1kb)	0.67648360152393	0.000744302121827132	0
FAM222A-AS1	3' UTR	0.676478509452392	0.0180625645233398	-19089
ADCY1	Intron (ENST00000432715.5/107, intron 2 of 9)	0.676465941554466	0.00395738527795593	5689
NKAIN1	Promoter (<=1kb)	0.676400028030754	0.000524773456522039	0
GAS2L1P2	Promoter (1-2kb)	0.676292651902211	0.0094733022166789	1713
SYNE3	Intron (ENST00000557275.5/161176, intron 3 of 16)	0.676268123957418	0.0032953169220538	-4785
DEF6	Promoter (1-2kb)	0.676266230890322	0.00181863040587114	1285
ADGRL1	Intron (ENST00000592263.1/ENST00000592263.1, intron 4 of 4)	0.676210984927823	0.000937092653837811	-57992
MAFF	Promoter (<=1kb)	0.676202878806566	0.00564298223537975	0
FLJ20712	Exon (ENST00000455149.1/ENST00000455149.1, exon 1 of 2)	0.676190693217858	0.0176652907097253	3953
SCIMP	Promoter (<=1kb)	0.676157016026449	0.0446447643932731	0
ITPR3	Intron (ENST00000374316.9/3710, intron 2 of 58)	0.676156770676251	0.00871053424087682	11101
MCF2L	3' UTR	0.676146554433648	0.0351198984041059	14415
GRK7	Promoter (<=1kb)	0.676141875940749	0.0152487830779935	61
CALML3-AS1	Promoter (<=1kb)	0.676100168756824	0.0198608487483152	0
CACNA1D	Exon (ENST00000637424.1/776, exon 30 of 47)	0.676051167016494	0.00960946364728253	6093
ECEL1P2	Promoter (1-2kb)	0.676005030954986	0.0188449941290657	-1229
LOC105369998	Promoter (<=1kb)	0.676004739997441	0.0281897665767422	0
RALGPS1	Exon (ENST00000424082.6/9649, exon 12 of 18)	0.676002296388181	0.00148706690701537	-8631
LINC01923	Intron (ENST00000625084.1/ENST00000625084.1, intron 1 of 1)	0.675975466854305	0.00364219407093228	17591
SEMA3D	Promoter (<=1kb)	0.675971753011486	0.0022816832188873	0
EBI3	3' UTR	0.675956725945279	0.0010493472059193	-4913
ASS1	Distal Intergenic	0.675892393401003	0.00614929609302138	46283
PCSK6	Promoter (<=1kb)	0.67588149221248	0.00114445184586089	-949
NKX2-5	Distal Intergenic	0.675832493311097	0.012975402438623	-32659
HCN3	Promoter (<=1kb)	0.675804404739898	0.0158283442687326	-747
ATOH8	Promoter (1-2kb)	0.67579794914828	0.00397774934349017	1865
